;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90115_NEWS_MEDIUM;The battleship USS Maine was sent to Cuba in response to fears that Americans might be endangered by riots. Not long after arriving, the Maine was rocked by an explosion, sinking the ship. American newspapers have leapt on the event, whipping up the public into a rage.;;;;;;;;;;;;;x,,,,,
EVTDESC90115_NEWS_SHORT;After the battleship USS Maine exploded and sank in the Havana harbour, American newspapers have leapt on the event and called for war against Spain and intervention in Cuba.;;;;;;;;;;;;;x,,,,,,,
EVTDESC90904_NEWS_LONG;It appears $FROMCOUNTRY$ has outgrown the ability of $COUNTRY$ to contain it. The $FROMCOUNTRY$ people have always been more accepting of western ways, to the point where they are now considered to be on par with civilized nations—unlike $COUNTRY$ itself. They have thrown off $COUNTRY_ADJ$ rule, and thus begun a rebellion which even $COUNTRY$ may be unable to contain… provided the $COUNTRY_ADJ$ monarchy does not simply allow them to chart their own course.;;;;;;;;;;;;;x,,,,,,
EVTDESC90904_NEWS_MEDIUM;It appears $FROMCOUNTRY$ has outgrown the ability of $COUNTRY$ to contain it. They have thrown off $COUNTRY_ADJ$ rule, and thus begun a rebellion which even $COUNTRY$ may be unable to contain… provided the $COUNTRY_ADJ$ monarchy does not allow them to chart their own course.;;;;;;;;;;;;;x,,,,,,,
EVTDESC90904_NEWS_SHORT;$FROMCOUNTRY$ has thrown off $COUNTRY_ADJ$ rule, and thus begun a rebellion which even $COUNTRY$ may be unable to contain… provided $COUNTRY$ does not allow them to go free.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95076_NEWS_LONG;A spontaneous protest by young Poles against conscription into the army has quickly erupted into a widespread insurrection across Russia, supported by high-ranking Polish and Lithuanian officers and politicians. The eyes of all of Europe are upon Russia, and if they deal with the insurgents too harshly it may hurt their relations with other European powers. If they do not, however, the uprising will surely spread even further.;;;;;;;;;;;;;x,,,,
EVTDESC95076_NEWS_MEDIUM;A spontaneous protest by young Poles against conscription into the army has quickly erupted into a widespread insurrection across Russia, supported by high-ranking Polish and Lithuanian officers and politicians.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95076_NEWS_SHORT;A spontaneous protest by young Poles over conscription into the army has quickly erupted into a widespread insurrection across Russia.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95200_NEWS_LONG;A wave of nascent nationalism has begun stirring among the Turkmen peoples under $COUNTRY_ADJ$ rule. While the notion of a Turkmenian state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time. The $COUNTRY_ADJ$ government has vowed to watch this carefully, and even suppress it if necessary.;;;;;;;;;;;;;x,,,,,,
EVTDESC95200_NEWS_MEDIUM;A wave of nascent nationalism has begun stirring among the Turkmen peoples under $COUNTRY_ADJ$ rule. While the notion of a Turkmenian state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95200_NEWS_SHORT;A wave of nascent nationalism has begun stirring among the Turkmen peoples under $COUNTRY_ADJ$ rule, causing great concern to the $COUNTRY_ADJ$ government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95201_NEWS_LONG;A wave of nascent nationalism has begun stirring among the Khazak peoples under $COUNTRY_ADJ$ rule. While the notion of a Khazak state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time. The $COUNTRY_ADJ$ government has vowed to watch this carefully, and even suppress it if necessary.;;;;;;;;;;;;;x,,,,,,
EVTDESC95201_NEWS_MEDIUM;A wave of nascent nationalism has begun stirring among the Khazak peoples under $COUNTRY_ADJ$ rule. While the notion of a Khazak state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95201_NEWS_SHORT;A wave of nascent nationalism has begun stirring among the Khazak peoples under $COUNTRY_ADJ$ rule, causing great concern to the $COUNTRY_ADJ$ government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95205_NEWS_LONG;A wave of nascent nationalism has begun stirring among the Uzbek peoples under $COUNTRY_ADJ$ rule. While the notion of a single Uzbek state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time. The $COUNTRY_ADJ$ government has vowed to watch this carefully, and even suppress it if necessary.;;;;;;;;;;;;;x,,,,,,
EVTDESC95205_NEWS_MEDIUM;A wave of nascent nationalism has begun stirring among the Uzbek peoples under $COUNTRY_ADJ$ rule. While the notion of a single Uzbek state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95205_NEWS_SHORT;A wave of nascent nationalism has begun stirring among the Uzbek peoples under $COUNTRY_ADJ$ rule, causing great concern to the $COUNTRY_ADJ$ government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95210_NEWS_LONG;A wave of nascent nationalism has begun stirring among the Tajik peoples under $COUNTRY_ADJ$ rule. While the notion of a Tajik state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time. The $COUNTRY_ADJ$ government has vowed to watch this carefully, and even suppress it if necessary.;;;;;;;;;;;;;x,,,,,,
EVTDESC95210_NEWS_MEDIUM;A wave of nascent nationalism has begun stirring among the Tajik peoples under $COUNTRY_ADJ$ rule. While the notion of a Tajik state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95210_NEWS_SHORT;A wave of nascent nationalism has begun stirring among the Tajik peoples under $COUNTRY_ADJ$ rule, causing great concern to the $COUNTRY_ADJ$ government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95215_NEWS_LONG;A wave of nascent nationalism has begun stirring among the Kyrgyz peoples under $COUNTRY_ADJ$ rule. While the notion of a modern Kyrgyz state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time. The $COUNTRY_ADJ$ government has vowed to watch this carefully, and even suppress it if necessary.;;;;;;;;;;;;;x,,,,,,
EVTDESC95215_NEWS_MEDIUM;A wave of nascent nationalism has begun stirring among the Kyrgyz peoples under $COUNTRY_ADJ$ rule. While the notion of a modern Kyrgyz state is still a new concept, the possibility exists for this nationalistic fervor to spread and even lead to full rebellion in time.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95215_NEWS_SHORT;A wave of nascent nationalism has begun stirring among the Kyrgyz peoples under $COUNTRY_ADJ$ rule, causing great concern to the $COUNTRY_ADJ$ government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95250_NEWS_LONG;Brunei's control over its southern regions has only ever been nominal, and the region has been self-governed under the Sultan of Sarawak. During a recent crisis, an Englishman by the name of James Brooke provided the Brunei Sultan invaluable assistance in restoring order, and has been bestowed with the title of governor of Sarawak—known to the locals as the 'White Rajah’. This has made him the effective ruler, and with British influence his sultanate has become independent in truth.;;;;;;;;;;;;;x,,,,
EVTDESC95250_NEWS_MEDIUM;During a recent crisis, an Englishman by the name of James Brooke provided the Brunei Sultan invaluable assistance in restoring order, and has been bestowed with the title of governor of Sarawak—known to the locals as the 'White Rajah’.;;;;;;;;;;;;;x,,,,,,
EVTDESC95250_NEWS_SHORT;An Englishman by the name of James Brooke provided the Brunei Sultan invaluable assistance in restoring order, and has been bestowed with the rulership of Sarawak-- ‘the White Rajah’.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95260_NEWS_LONG;With the end of the democratic government of the United States, there is a growing feeling among many Americans that the principles upon which the country was founded no longer apply. Talk of secession is frequent, if quiet, and as unrest begins to grow it's become increasingly more possible that liberal-minded states will attempt to pull out of the Union. Already the rise of a new ‘Sons of Liberty’ movement heralds resistance against the totalitarian American government.;;;;;;;;;;;;;x,,,,,
EVTDESC95260_NEWS_MEDIUM;With the end of the democratic government of the United States, there is a growing feeling among many Americans that the principles upon which the country was founded no longer apply. Already the rise of a new ‘Sons of Liberty’ movement heralds resistance against the government.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95260_NEWS_SHORT;The rise of a new ‘Sons of Liberty’ movement in the United States heralds the first resistance against the totalitarian American government.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95500_NEWS_LONG;The colonial powers of Europe gathered in $CAPITAL$ to discuss the regulation of colonization and trade in Africa—in the interest of avoiding undue conflict, even if some have privately expressed doubt that Europe’s powers will avoid fighting regardless of what was decided there. The outcome has become known as the 'General Act of the $CAPITAL$ Conference', formalizing the scramble for the African continent. After this point, any civilized European nation will largely be seen as justified in aggression towards uncivilized African nations.;;;;;;;;;;;;;x,,,,,
EVTDESC95500_NEWS_MEDIUM;The colonial powers of Europe gathered in $CAPITAL$ to discuss the regulation of colonization and trade in Africa. The outcome has become known as the 'General Act of the $CAPITAL$ Conference', formalizing the scramble for the African continent.;;;;;;;;;;;;;x,,,,,,,
EVTDESC95500_NEWS_SHORT;The colonial powers of Europe gathered in $CAPITAL$ to discuss the regulation of colonization and trade in Africa, formalizing the scramble for the African continent.;;;;;;;;;;;;;x,,,,,,,
EVTNAME95507_NEWS_TITLE;$COUNTRY_ADJ$ Nationals Expelled;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95507_NEWS_LONG;For years, $COUNTRY$ has enjoyed a great deal of influence in the African nation of $FROMCOUNTRY$. Indeed, most of the world considers $FROMCOUNTRY$ to be a $COUNTRY_ADJ$ protectorate in all but name. The $FROMCOUNTRY_ADJ$ people disagree. Recently, their government summarily expelled the $COUNTRY_ADJ$ trade consul, and other $COUNTRY_ADJ$ nationals have followed—each being threatened with execution if they remained. $COUNTRY$’s influence has been eliminated, and now the $COUNTRY_ADJ$ government must react if it is to maintain its investment.;;;;;;;;;;;;;x,,,
EVTDESC95507_NEWS_MEDIUM;Recently, the $FROMCOUNTRY_ADJ$ government summarily expelled the $COUNTRY_ADJ$ trade consul, and other $COUNTRY_ADJ$ nationals have followed—each being threatened with execution if they remained. $COUNTRY$’s influence there has been eliminated.;;;;;;;;;;;;;x,,,,,,
EVTDESC95507_NEWS_SHORT;Recently, the $FROMCOUNTRY_ADJ$ government expelled the $COUNTRY_ADJ$ trade consul, and other $COUNTRY_ADJ$ nationals have followed—each being threatened with execution if they remained.;;;;;;;;;;;;;x,,,,,,
EVTDESC95613_NEWS_LONG;As tensions are rising in Central Asia, several $FROMCOUNTRY_ADJ$ soldiers accidentally crossed the $COUNTRY_ADJ$ border. $COUNTRY_ADJ$ soldiers were killed, and even more were wounded. Though the $FROMCOUNTRY_ADJ$ government is apologetic, voices in $CAPITAL$ are calling to move in and assume control of their country. How such an action would affect the stability in the region is anyone’s guess.;;;;;;;;;;;;x,,,,,
EVTDESC95613_NEWS_MEDIUM;Tensions are rising in Central Asia as several $FROMCOUNTRY_ADJ$ soldiers crossed the $COUNTRY_ADJ$ border, wounding and killing several soldiers. Voices in $CAPITAL$ are calling to move in and assume control of the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,
EVTDESC95613_NEWS_SHORT;Tensions are rising as several $FROMCOUNTRY_ADJ$ soldiers crossed the $COUNTRY_ADJ$ border, wounding and killing several soldiers. Voices in $CAPITAL$ are calling to take action.;;;;;;;;;;;;x,,,,,,,
