Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
claim_samoa_desc;Samoa lies South of the equator, about halfway between Hawaii and New Zealand, in the Polynesian region of the Pacific Ocean. It consists of two large islands, Upolu and Savai'i and a cluster of 7 smaller islands to the Southeast with minor outliers of little significance. With a tropical climate year-round and covered in large part by jungles, these islands are truly magnificient and would make a perfect strategic outpost in the South Pacific, however other countries may be interested in laying competing claims.;;;;;;;;;;;;;
mckinley_tariff_title;The McKinley Tariff;;;;;;;;;;;;;
mckinley_tariff_desc;Representative William McKinley has proposed modifying our tariffs by duty on imports to almost fifty percent to protect domestic industries from foreign competition.;;;;;;;;;;;;;
mckinley_tariffs;The McKinley Tariff;;;;;;;;;;;;;
mckinley_tariffs_desc;Framed by representative William McKinley, the tariff of 1890 raises our duties on imports to protect domstic industries from foreign competition.;;;;;;;;;;;;;
vnz_crisis_title;Demand Essequibo;;;;;;;;;;;;;
vnz_crisis_desc;Guyana Essequiba is the area of Guyana West of the Essequibo river. Owned for decades by Gran Colombia, Britain seized it during its collapse. Recent gold mining in the area has increased tensions, with the audacious Brits even claiming a small amount of land on our side of the current line of control.;;;;;;;;;;;;;
NAPOLEONEXPLAINED;\n\nAs France, you begin as a constitutional monarchy under King Louis Philippe. If you get 3 militancy in the revolutions of 1848 and don't have the (weighted) universal voting reform, you'll get an event for the French Revolution installing the Second Republic. You will then need to keep the conservative ruling party in power until 1851. There are two ways to do this: either through manually holding elections or via an event that lets you choose between Napoleon III and Cavaignac for president, you must obviously choose Napoleon III. Following this step, you will get an event in 1851 for Napoleon III's coup. This sets you to an absolute empire and gives you a variety of exclusive expansion paths, such as purchasing Luxembourg, claiming Catalonia, launching a second French intervention in Mexico, and more.;;;;;;;;;;;;;
BOURBONSEXPLAINED;\n\nAs France, you begin as a semi-constitutional monarchy under King Charles X of Bourbon. The people are angry and the stage is set for another revolution, it triggers if you click the July Ordinances decision. This makes Louis Philippe of Orléans take the throne, making you a constitutional monarchy as in 1836. Alternatively, you can wait out the militancy and keep the Bourbons in power. You will eventually be presented with an event asking you whether you wish to purge the military. If you do not, a revolution will take place in 1848 that lets you either fight a civil war to keep the Bourbons in power, or you can immediately switch to revolutionary France, putting you in the same state as 1836 France is in during 1848. This lets you pursue the usual paths, those being Napoleon III, continued democracy or forming a radical republic by refusing to establish the national workshops. Note that remaining as Bourbon France also includes unique content, including but not limited to forming the Bourbon Empire in a union with Carlist Spain.;;;;;;;;;;;;;
peu_const_one_title;The Constitution of Huancayo;;;;;;;;;;;;;
peu_const_one_desc;With our nation once again independent of the Confederation, we need to write a new constitution to prevent such events from repeating. The constitutions of 1823, 1828 and 1834 were liberal-minded and decentralized our country, leading to the entrance into the confederation. This shows that we need a unitary government to remain strong.;;;;;;;;;;;;;
peu_const_two_title;The Constitution of $YEAR$;;;;;;;;;;;;;
peu_const_two_desc;With the conservatives out of power, we must undo their injustices and return liberty to the people. Proposed reforms include strengthening the parliament and weakening the executive, abolishing the death penalty, allowing suffrage to all Peruvians over the age of 21 who can read and write and reducing the power of the clergy.;;;;;;;;;;;;;
peu_const_three_title;The Constitution of $YEAR$;;;;;;;;;;;;;
peu_const_three_desc;Our last constitution was clearly too liberal for our conservative populace. We have no choice but to roll back some reforms such as the death penalty to appease them and avoid further conflict.;;;;;;;;;;;;;
vivanco_pareja_title;The Vivanco-Pareja Treaty;;;;;;;;;;;;;
vivanco_pareja_desc;Our war with Spain has been dragging on for a while now with no end in sight while our economy suffers due to the occupation of the valuable Chincha Islands. Perhaps a treaty would help smooth things over?;;;;;;;;;;;;;
peu_const_prado_title;The Pradista Constitution;;;;;;;;;;;;;
peu_const_prado_desc;To solidify Prado's regime, we must gain popularity among the people. Our only chance is to commit to new reforms such as freedom of press and the final abolition of the death penalty and hope to acquire supporters among the middle class.;;;;;;;;;;;;;
CHRISTIANDEATH;\n\nAfter ruling for 8 years, King Christian VIII has died today at age 61. His demise was caused by blood poisoning inflicted accidentally by medicinal bloodletting. Before his passing, he was long faced with a dilemma: His son, Frederick VII, was without heirs and had two divorces behind him, bringing danger to the family line, but due to differing succession laws, passing the monarchy to his niece Louise von Hessen would have split the Duchies of Schleswig and Holstein from the Danish crown. Christian could not fulfill his last ambition, namely a new united constitution for both Denmark and the duchies that would guarantee safe inheritance to Louise, and so the crown has passed to Frederick. Amid the chaos of 1848 erupting in Europe however, the demand for a new constitution continues.;;;;;;;;;;;;;
MARCHREVLOC;\n\nWith the insecurity of the government following the late King Christian's passing, much confusion has spread among the populace. Fearing centralization efforts by the government, representatives from Schleswig and Holstein have gathered in Rendsburg to discuss the government's alleged plans regarding a new constitution. A messenger informing the residents of Copenhagen of the gathering, but the news quickly spun out of control, making people think a rebellion had begun in the duchies. Furious citizens marched to the royal palace to demand a new constitution to assert dominance over the supposed revolt.;;;;;;;;;;;;;
NAPOLEONEPICFAIL;\n\nLouis-Napoleon Bonaparte, Emperor Napoleon's nephew, became next in the Bonapartist line when his cousin Napoleon II died. Attempting to reclaim what he sees as his rightful throne, he walked from the German border into a garrison in Strasbourg with nothing to back him up but his excellence, grandeur and wry wit to sway the garrison to his cause and march to Paris to end the July Monarchy and become emperor. Naturally, he was immediately arrested and sent back into exile.;;;;;;;;;;;;;
MAXNMORITZ;\n\nA new illustrated story from author Wilhelm Busch by the name of 'Max und Moritz' has appeared. This highly inventive, blackly humorous tale, told entirely in rhymed couplets, describes two mischievous youths who play several pranks on grownups. In the end, they get what's coming to them.;;;;;;;;;;;;;
ecu_epn_title;Found the EPN;;;;;;;;;;;;;
ecu_epn_desc;To progress as a nation, we need to invest in research, however our people are largely not educated enough to engineer new inventions. To educate them in that regard, a new school has been proposed in Quito: The Escuela Politecnica Nacional or National Polytechnic School.;;;;;;;;;;;;;
cos_const_one_title;The Constitution of Costa Rica;;;;;;;;;;;;;
cos_const_one_desc;Our country is newly independent from the Republic of Central America, leaving us in disarray. We need a new constitution to guide us and modernize.;;;;;;;;;;;;;
GWALIORCAMPAIGN;\n\nSeeing a chance in the disaster following the Anglo-Afghan War, the Maratha elite has assassinated the young sultan of the Princely State of Gwalior, a British puppet, and began a revolt against the colonial government. Their position was improved significantly by the British unpreparedness to fight a war within the Indian interior, long thought to be pacified and subjugated.;;;;;;;;;;;;;
REBRIOT;\n\nA series of protests by farmers and agricultural workers in response to taxation increases has begun in western and central Wales. The rioters, often men dressed as women, inspired by their icon 'Rebecca', a fictional Welsh housewife, take their actions against toll-gates, as they are tangible representations of taxes and tolls.;;;;;;;;;;;;;
SUPREMOWAR;\n\nSidelined general Jose Obando and several liberal regional governors from Socorro, Mariquita, Sogamoso, Tunja, Vélez, Casanare, Antioquia, Ciénaga, Santa Marta, Cartagena, Mompós and Panama, the 'Supremes', have joined the revolt in Pasto to overthrow the conservative government of president José Ignacio de Márquez. This civil war is especially precarious due to the army being in the South to deal with the Pasto conflict while Bogotá lies open to invasion.;;;;;;;;;;;;;
WSCANALDONE;\n\n141 miles long and 36m wide, outfitted with 19 locks, the White Sea Canal has finally joined Lake Onega to the White Sea. Years of hard work, thousands of tons of cement, hundreds of deaths and many more injuries have been the price, but the reward is much greater. Connecting Lake Onega to the White Sea enables shipping to connect over Lake Ladoga to the Gulf of Finland and the Baltic Sea, enabling ships to sail straight to the White Sea instead of having to go North of Norway. The region will surely experience an economic upturn with the sudden increase in trade.;;;;;;;;;;;;;
HECKER;\n\nRevolutionary leaders Friedrich Hecker, Gustav von Struve, and others tried to overthrow the monarchy and begin a republic. Setting out to march on Freiburg from Konstanz, they didn't get enough recruits and were crushed. Despite the failure of Hecker's forces, the populace in Freiburg itself rose up to defend against the incoming Badner national guards only to be bloodily beaten down. Hecker himself went into exile in the United States, while other leaders fled to Switzerland.;;;;;;;;;;;;;
