key;english;;;;;;;;;;;;;
EVTDESC54678863;\n\nWithout a land connection to Sam Neua, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678862;\n\nWithout a land connection to Sam Neua, the owners of Luang Prabang have taken it over.;;;;;;;;;;;;;
EVTDESC54678872;\n\nWithout a land connection to Kunghol, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678873;\n\nWithout a land connection to Kunghol, the owners of Kahone have taken it over.;;;;;;;;;;;;;
EVTDESC54643633;\n\nWithout a land connection to Asosa, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54643632;\n\nWithout a land connection to Asosa, the owners of Chilga have taken it over.;;;;;;;;;;;;;
EVTDESC54678874;\n\nWithout a land connection to Tangrera, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678875;\n\nWithout a land connection to Tangrera, the owners of Odienne have taken it over.;;;;;;;;;;;;;
EVTDESC54678876;\n\nWithout a land connection to Orodaro, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678877;\n\nWithout a land connection to Orodaro, the owners of Bobo Dioulasso have taken it over.;;;;;;;;;;;;;
EVTDESC54678878;\n\nWithout a land connection to Zebala, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678879;\n\nWithout a land connection to Zebala, the owners of Segu have taken it over.;;;;;;;;;;;;;
EVTDESC54678886;\n\nWithout a land connection to Koro, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678887;\n\nWithout a land connection to Koro, the owners of Hamdallahi have taken it over.;;;;;;;;;;;;;
EVTDESC54678890;\n\nWithout a land connection to Ansongo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678891;\n\nWithout a land connection to Ansongo, the owners of Gao have taken it over.;;;;;;;;;;;;;
EVTDESC54678900;\n\nWithout a land connection to Ketou, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678901;\n\nWithout a land connection to Ketou, the owners of Bohicon have taken it over.;;;;;;;;;;;;;
EVTDESC54678904;\n\nWithout a land connection to Bussa, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678905;\n\nWithout a land connection to Bussa, the owners of Oyo Ile have taken it over.;;;;;;;;;;;;;
EVTDESC54678906;\n\nWithout a land connection to Benin, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678907;\n\nWithout a land connection to Benin, the owners of Warri have taken it over.;;;;;;;;;;;;;
EVTDESC54678908;\n\nWithout a land connection to Massenya, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678909;\n\nWithout a land connection to Massenya, the owners of Doba have taken it over.;;;;;;;;;;;;;
EVTDESC54678912;\n\nWithout a land connection to Bumbusi, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678913;\n\nWithout a land connection to Bumbusi, the owners of Bulawayo have taken it over.;;;;;;;;;;;;;
EVTDESC54678914;\n\nWithout a land connection to Kikalengu, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678915;\n\nWithout a land connection to Kikalengu, the owners of Kataki have taken it over.;;;;;;;;;;;;;
EVTDESC54678920;\n\nWithout a land connection to Mzuzu, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678921;\n\nWithout a land connection to Mzuzu, the owners of Kasungu have taken it over.;;;;;;;;;;;;;
EVTDESC54678926;\n\nWithout a land connection to Ilorin, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678927;\n\nWithout a land connection to Ilorin, the owners of Ekiti have taken it over.;;;;;;;;;;;;;
EVTDESC54678928;\n\nWithout a land connection to Lumbala, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678929;\n\nWithout a land connection to Lumbala, the owners of Kassai have taken it over.;;;;;;;;;;;;;
EVTDESC54678930;\n\nWithout a land connection to Lufenbo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC546789291;\n\nWithout a land connection to Lufenbo, the owners of Menongue have taken it over.;;;;;;;;;;;;;
EVTDESC54678932;\n\nWithout a land connection to Rivungo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678931;\n\nWithout a land connection to Rivungo, the owners of Mavinga have taken it over.;;;;;;;;;;;;;
EVTDESC54678934;\n\nWithout a land connection to il-Kaf, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678933;\n\nWithout a land connection to il-Kaf, the owners of al-Tarif have taken it over.;;;;;;;;;;;;;
EVTDESC54678936;\n\nWithout a land connection to Mabondo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678935;\n\nWithout a land connection to Mabondo, the owners of Monsol have taken it over.;;;;;;;;;;;;;
EVTDESC54678938;\n\nWithout a land connection to Maingara, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678937;\n\nWithout a land connection to Maingara, the owners of Doba have taken it over.;;;;;;;;;;;;;
EVTDESC54678940;\n\nWithout a land connection to Zinder, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678939;\n\nWithout a land connection to Zinder, the owners of Tibiri have taken it over.;;;;;;;;;;;;;
EVTDESC54678942;\n\nWithout a land connection to Hisn al Abr, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678941;\n\nWithout a land connection to Hisn al Abr, the owners of al-Jwardan have taken it over.;;;;;;;;;;;;;
EVTDESC54678944;\n\nWithout a land connection to Marib, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678943;\n\nWithout a land connection to Marib, the owners of Sana'a have taken it over.;;;;;;;;;;;;;
EVTDESC789678456;\n\nWithout a land connection to Rukanga, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC78328451;\n\nWithout a land connection to Rukanga, the owners of Mombasa have taken it over.;;;;;;;;;;;;;
EVTDESC78967865;\n\nWithout a land connection to Chipinge, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC78967866;\n\nWithout a land connection to Chipinge, the owners of Gweru have taken it over.;;;;;;;;;;;;;
EVTDESC78967867;\n\nWithout a land connection to Buyogoma, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC78967868;\n\nWithout a land connection to Buyogoma, the owners of Usumbura have taken it over.;;;;;;;;;;;;;
EVTDESC78967869;\n\nWithout a land connection to Kebbi, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC78967870;\n\nWithout a land connection to Kebbi, the owners of Sokoto have taken it over.;;;;;;;;;;;;;
EVTDESC78967871;\n\nWithout a land connection to Sinko, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC78967872;\n\nWithout a land connection to Sinko, the owners of Kissidugu have taken it over.;;;;;;;;;;;;;
EVTDESC78967873;\n\nWithout a land connection to Moundou, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC789678731;\n\nWithout a land connection to Moundou, we can no longer defend it. $FROMCOUNTRY$ will therefore take it over.;;;;;;;;;;;;;
EVTDESC78967874;\n\nWithout a land connection to Moundou, the owners of Doba have taken it over.;;;;;;;;;;;;;
EVTDESC54678946;\n\nWithout a land connection to Boosaaso, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678945;\n\nWithout a land connection to Boosaaso, the owners of Caluula have taken it over.;;;;;;;;;;;;;
EVTDESC546789461;\n\nWithout a land connection to Las Khorey, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC546789451;\n\nWithout a land connection to Las Khorey, the owners of Burco have taken it over.;;;;;;;;;;;;;
EVTDESC54678948;\n\nWithout a land connection to Kufe, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678949;\n\nWithout a land connection to Kufe, the owners of Zinder have taken it over.;;;;;;;;;;;;;
EVTDESC54678952;\n\nWithout a land connection to Nkomazi, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678951;\n\nWithout a land connection to Nkomazi, the owners of Mombasa have taken it over.;;;;;;;;;;;;;
EVTDESC54678954;\n\nWithout a land connection to Nioro, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678953;\n\nWithout a land connection to Nioro, the owners of Kubanni have taken it over.;;;;;;;;;;;;;
EVTDESC54678956;\n\nWithout a land connection to Zemio, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678955;\n\nWithout a land connection to Zemio, the owners of Bangassou have taken it over.;;;;;;;;;;;;;
EVTDESC54678958;\n\nWithout a land connection to al-Bussayyah, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678957;\n\nWithout a land connection to al-Bussayyah, the owners of Nasiriyya have taken it over.;;;;;;;;;;;;;
EVTDESC54678960;\n\nWithout a land connection to al-Jahra, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678959;\n\nWithout a land connection to al-Jahra, the owners of Kuwait have taken it over.;;;;;;;;;;;;;
EVTDESC54678962;\n\nWithout a land connection to Zarzis, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678961;\n\nWithout a land connection to Zarzis, the owners of Gabis have taken it over.;;;;;;;;;;;;;
EVTDESC546789641;\n\nWithout a land connection to Wath, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC546789631;\n\nWithout a land connection to Wath, the owners of al-Jawf have taken it over.;;;;;;;;;;;;;
EVTDESC54678966;\n\nWithout a land connection to Buur Gaabo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678965;\n\nWithout a land connection to Buur Gaabo, the owners of Barawe have taken it over.;;;;;;;;;;;;;
EVTDESC54678968;\n\nWithout a land connection to Wa, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678967;\n\nWithout a land connection to Wa, the owners of Tamale have taken it over.;;;;;;;;;;;;;
EVTDESC54678970;\n\nWithout a land connection to Mwinilunga, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678969;\n\nWithout a land connection to Mwinilunga, the owners of Solwezi have taken it over.;;;;;;;;;;;;;
EVTDESC54678974;\n\nWithout a land connection to Sikasoko, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678973;\n\nWithout a land connection to Sikasoko, the owners of Kumasi have taken it over.;;;;;;;;;;;;;
EVTDESC54678982;\n\nWithout a land connection to Gembu, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678981;\n\nWithout a land connection to Gembu, the owners of Fusap have taken it over.;;;;;;;;;;;;;
EVTDESC54678986;\n\nWithout a land connection to Kabompo, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678985;\n\nWithout a land connection to Kabompo, the owners of Mongu have taken it over.;;;;;;;;;;;;;
EVTDESC54678988;\n\nWithout a land connection to Nyimba, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678987;\n\nWithout a land connection to Nyimba, it has been taken it over.;;;;;;;;;;;;;
EVTDESC54678990;\n\nWithout a land connection to Zakho, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678989;\n\nWithout a land connection to Zakho, the owners of Sinjar have taken it over.;;;;;;;;;;;;;
EVTDESC54678993;\n\nWithout a land connection to Adamawa, they have declared themselves independent.;;;;;;;;;;;;;
EVTDESC54678994;\n\nWithout a land connection to Ilorin, they have declared themselves independent.;;;;;;;;;;;;;
EVTDESC54678996;\n\nWithout a land connection to Loznica, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678995;\n\nWithout a land connection to Loznica, the owners of Sabac have taken it over.;;;;;;;;;;;;;
EVTDESC54678998;\n\nWithout a land connection to Shakawe, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54678997;\n\nWithout a land connection to Shakawe, the owners of Nokaneng have taken it over.;;;;;;;;;;;;;
EVTDESC54678999;\n\nIbadan is completely encircled by our state. Should we take them over?;;;;;;;;;;;;;
EVTDESC54679000;\n\nWithout a land connection to Akure, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54679001;\n\nWithout a land connection to Akure, the owners of Edo have taken it over.;;;;;;;;;;;;;
EVTDESC54679002;\n\nWithout a land connection to Tindouf, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54679003;\n\nWithout a land connection to Tindouf, the owners of Tawila have taken it over.;;;;;;;;;;;;;
EVTDESC54679004;\n\nWithout a land connection to Burayda, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC54679005;\n\nWithout a land connection to Burayda, the owners of al-Nefud have taken it over.;;;;;;;;;;;;;
EVTDESC54679006;\n\nWithout a land connection to Baqim, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
