KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
MAU_ADJ;Mauritian;Mauricien;Mauritisch;Mauritian;mauriciano;Mauriziana;mauritiusi;Mauritian;mauritiusi;Mauritiaanse;Maurício;ìàâğèòàíñê.;mauritiuslainen;x
MAW;Malwa;Malva;Malwa;Malwa;Malva;Malwa;Malwa;Malwa;Malwa;Malwa;Malwa;Ìàëüâà;Malwa;z
MAW_ADJ;Malwan;Malvais;Malwi-;Malwy;Malvana;di Malwa;Malwan;Malwan;Malwan;Malwan;Malwan;Ìàëâñê.;Malwan;y
MAY;The Maya;Les Mayas;Die Maya;Majowie;Los Mayas;I Maya;a Maya;Maya;a Maya;de Maya's;Os Maias;Ìàéÿ;Maya;z
MAY_ADJ;Maya;Maya;Maya-;Majów;Maya;maya;Maya;Maya;Maya;Maya;Maya;Ìàéÿíñê.;maya;y
MAZ;Mazovia;Masovie;Masowien;Mazowsze;Mazovia;Masovia;Mazóvia;Mazovsko;Mazóvia;Mazovië;Mazóvia;Ìàçîâèÿ;Masovia;z
MAZ_ADJ;Mazovian;Masovien;Masowisch;Mazowsza;Mazoviana;della Masovia;Mazovian;mazovskıch;Mazovian;Mazovian;Mazoviano;Ìàçîâñê.;Mazovian;y
MBA;Mombasa;Mombasse;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombaça;Ìîìáàñà;Mombasa;z
MBA_ADJ;Mombasa;Mombassien;Mombasa-;Mombasy;Mombasana;di Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Ìîìáàññê.;Mombasa;y
MCD;Macedonia;Macédonie;Mazedonien;Macedonia;Macedonia;Macedonia;Macedónia;Makedonie;Macedónia;Macedonië;Macedônia;Ìàêåäîíèÿ;Makedonia;x
MCD_ADJ;Macedonian;Macédonien;Mazedonisch;Macedoñski;Macedónio;Macedone;Macedóniai;Makedonština;Macedóniai;Macedonisch;Macedônio;Ìàêåäîíñê.;Makedonia;x
MCH;Manchu;Mandchous;Mandschu;Mand¿uria;Manchuria;Manciuria;mandzsu;Manchu;mandzsu;Manchu;Manchúria;Ìàíü÷æóğèÿ;Manchu;z
MCH_ADJ;Manchu;Mandchou;Mandschurisch;Mand¿urii;Manchú;Manciù;mandzsu;Manchu;mandzsu;Manchu;manchu;Ìàí÷æóğñê.;Manchu;y
MDI;Mogadishu;Mogadiscio;Mogadischu;Mogadiszu;Mogadishu;Mogadiscio;Mogadishu;Mogadišo;Mogadishu;Mogadishu;Mogadíscio;Ìîãàäèøî;Mogadishu;z
MDI_ADJ;Mogadishu;Mogadiscien;Mogadischu-;Mogadiszu;Mogadishana;di Mogadiscio;Mogadishu;Mogadišo;Mogadishu;Mogadishu;Mogadíscio;Ìîãàäèøñê.;Mogadishu;y
MDV;Moldova;Moldavie;Moldawien;Moldova;Moldavia;Moldova;Moldova;Moldavsko;Moldova;Moldavië;Moldávia;Ìîëäîâà;Moldova;z
MDV_ADJ;Moldovan;Moldave;Moldauisch;Mo³dawski;Moldavo;Moldava;Moldovan;Moldavština;Moldovan;Moldovan;Moldavo;ìîëäàâñê.;Moldovan;x
MEM;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Memmingen;Ìåììèíãåí;Memmingen;z
MEM_ADJ;Memminger;de Memmingen;Memminger;Memmingenu;de Memmingen;di Memmingen;Memminger;Memminger;Memminger;Memminger;Memminger;Ìåììèíãåíñê.;Memminger;y
MEN;Mentese;Menteche;Mentesche;Mentese;Mentese;Mentesce;Mentese;Mentese;Mentese;Mentese;Mentese;Ìåíòåñå;Mentese;x
MEN_ADJ;Mentese;Mentecheïde;Mentesche-;Mentese;Mentese;del Mentesce;Mentese;Mentese;Mentese;Mentese;Mentese;Ìåíòåñå;Mentese;x
MFA;Montferrat;Montferrat;Montferrat;Montferrat;Montferrato;Monferrato;Montferrat;Montferrat;Montferrat;Monferrato;Monferrato;Ìîíôåğğàò;Montferrat;z
MFA_ADJ;Montferratian;du Montferrat;Montferrat-;Montferratu;de Montferrato;del Monferrato;Montferratian;Montferratian;Montferratian;Montferratian;Montferrat;Ìîíôåğğàòñê.;Montferratian;y
MFY;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Ìàõàôàëè;Mahafaly;z
MFY_ADJ;Mahafaly;Mahafaly;Mahafaly-;Mahafaly;Mahafaly;di Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Mahafaly;Ìàõàôàëüñê.;Mahafaly;y
MGH;Maghreb;Le Maghreb;Maghreb;Maghreb;Magreb;Maghreb;Maghreb;Maghreb;Maghreb;Maghreb;Magrebe;Ìàãğèá;Maghreb;x
MGH_ADJ;Maghrebi;Maghrébi;Maghrebinisch;Maghrebi;Maghrebi;Magrebina;maghrebi;Maghrebi;maghrebi;Maghrebi;Magrebino;Ìàãğèáà;Maghrebi;x
MHC;Mahican;Mohicans;Mahican;Mohikanie;Mohicano;Moicani;Mahican;Mahican;Mahican;Mahican;Mahican;Ìîãèêàíå;mahicanit;z
MHC_ADJ;Mahican;Mohican;Mahican-;Mohikanów;Mahican;Moicana;Mahican;Mahican;Mahican;Mahican;Mahican;Ìîãèêàíñê.;mahicanit;y
MIA;Khawitmau;Khaouitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Khawitmau;Êõàâèòìàó;Khawitmau;x
MIA_anarcho_liberal;Garfield Faction;Faction de Garfield;Fraktion von Garfield;Frakcja Garfielda;Facción de Garfield;Fazione di Garfield;Garfield frakciója;Garfieldova frakce;Garfield frakciója;Garfield's Faction;Facção de Garfield;Ôğàêöèÿ Ãàğôèëäà;Garfieldin fraktio;x
MIA_communist;Hound Faction;Faction des Chiens;Fraktion der Hünder;Frakcja psa;Facción del perro;Fazione dei Cani;A kutya frakciója;Frakce psa;A kutya frakciója;Faction of the Dog;Faction of the Dog;Ñîáà÷üÿ Ôğàêöèÿ;Koiran fraktio;x
MIA_conservative;Tom Faction;Faction de Thomas;Fraktion von Thomas;Frakcja Thomasa;Facción de Thomas;Fazione di Thomas;Thomas frakciója;Fráze Thomase;Thomas frakciója;Faction van Thomas;Faction of Thomas;Òîì Ôğàêöèÿ;Thomasin fraktio;x
MIA_fascist;Claws Faction;Faction des Griffes;Fraktion der Krallen;Frakcja pazurów;Facción de Garras;Fazione degli Artigli;Claws frakciója;Frakce klapek;Claws frakciója;Faction of Claws;Faction of Claws;Ôğàêöèÿ Êîãòåé;Clawsin fraktio;x
MIA_liberal;Wool Faction;Faction de la Laine;Fraktion der Wolle;Frakcja we³ny;Facción de la lana;Fazione della Lana;A gyapjú frakciója;Frakcní vlna;A gyapjú frakciója;Faction of Wool;Faction of Wool;Ôğàêöèÿ Øåğñòè;Villan fraktio;x
MIA_reactionary;Pharaoh's Faction;Faction du Pharaon;Fraktion des Pharao;Frakcja faraona;Facción del faraón;Fazione del Faraone;A fáraó frakciója;Frakce faraóna;A fáraó frakciója;Faction van Farao;Faction of Pharaoh;Ôàğàîíñêàÿ Ôğàêöèÿ;Faraon fraktio;x
MIA_socialist;Mice Faction;Faction des Souris;Fraktion der Mäuse;Frakcja myszy;Facción de los ratones;Fazione dei Topi;Az egerek frakciója;Frakce myší;Az egerek frakciója;Faction of the Mice;Faction of the Sice;Ìûøèíàÿ Ôğàêöèÿ;Hiirien fraktio;x
MIK;Mikmaq;Micmacs;Mi'kmaq;Mikmakowie;Mikmaq;Mi'kmaq;Mikmaq;Mikmaq;Mikmaq;mikmaq;Mikmaq;Ìèêìàêè;Mikmaq;z
MIK_ADJ;Mikmaq;Micmac;Mi'kmaq-;Mikmaków;Mikmaq;dei Mi'kmaq;Mikmaq;Mikmaq;Mikmaq;mikmaq;Mikmaq;Ìèêìàêñê.;Mikmaq;y
MIR;Merina;Mérinas;Merina-Reich;Merina;Merina;Merina;Merina;Merina;Merina;Merina;Merina;Ìåğèíà;Merina;z
MIR_ADJ;Imerina;Mérina;Merina-;Imerina;Imerina;di Merina;Imerina;Imerina;Imerina;Imerina;Imerina;Èìåğèíà;Imerina;x
MJP;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Majapahit;Ìàÿïàõèò;Majapahit;x
MJP_ADJ;Majapahiti;du Majapahit;Majapahit-;Majapahiti;Majapahiti;di Majapahit;Majapahiti;Majapahiti;Majapahiti;Majapahiti;Majapahiti;Ìàÿïàõèòè;Majapahiti;x
MKS;Makassar;Makassars;Makassar;Makasar;Macasar;Makassar;Makassar;Makassar;Makassar;Makassar;Macáçar;Ìàêàñàğ;Makassar;z
MKS_ADJ;Makassari;Makassar;Makassar-;Makasaru;Macasara;di Makassar;Makassari;Makassari;Makassari;Makassari;Makassari;Ìàêàñàğñê.;Makassari;y
MKU;Makua;Makuas;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Macua;Ìàêóà;Makua;z
MKU_ADJ;Makuan;Makua;Makua-;Makua;Makuana;di Makua;Makuan;Makuan;Makuan;Makuan;Makuan;Ìàêóàíñê.;Makuan;y
ML1;Malindi;Mélinde;Malindi;Malindi;Malindio;Malindi;Malindi;Malindi;Malindi;Malindi;Melinde;Ìàëèíäè;Malindi;z
ML1_ADJ;Malindi;Mélindais;Malindi-;Malindi;Malindia;di Malindi;Malindi;Malindi;Malindi;Malindi;Malindi;Ìàëèíäèéñê.;Malindi;y
MLB;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Manipur;Ìàíèïóğ;Manipur;z
MLB_ADJ;Manipuri;du Manipur;Manipur-;Manipuru;Manipurana;del Manipur;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Ìàíèïóğñê.;Manipuri;y
MLC;Malacca;Malacca;Malakka;Malakka;Malaca;Malacca;Malacca;Malacca;Malacca;Malakka;Malaca;Ìàëàêêà;Malacca;z
MLC_ADJ;Malaccan;de Malacca;Malakka-;Malakki;Malacana;di Malacca;Malaccan;Malaccan;Malaccan;Malakka;Malaccan;Ìàëàêêñê.;Malaccan;y
MLD;Maldives;Maldives;Die Malediven;Malediwy;Maldivas;Maldive;Maldív-szigetek;Maledivy;Maldív-szigetek;Maldiven;Maldivas;Ìàëüäèâû;Malediivit;z
MLD_ADJ;Maldivian;Maldivien;Maledivisch;Malediwów;Maldiva;Maldiviana;maldív;maledivské;maldív;Maldivische;Maldivo;Ìàëüäèâñê.;Malediivien;y
MLI;Mali;Mali;Mali;Mali;Malí;Mali;Mali;Mali;Mali;Mali;Mali;Ìàëè;Mali;y
MLI_ADJ;Malian;Malien;Malisch;Mali;Malí;Maliana;mali;Malian;mali;Malinees;Maliano;Ìàëèéñê.;Malin;y
MLT;Malta;Malte;Malta;Malta;Malta;Malta;Málta;Malta;Málta;Malta;Malta;Ìàëüòà;Malta;z
MLT_ADJ;Maltese;Maltais;Maltesisch;Malty;Maltesa;Maltese;Máltai;Maltština;Máltai;Maltees;Maltês;Ìàëüòèéñê.;Maltalainen;y
MLW;Maravi;Maravi;Maravi;Marawi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Maravi;Ìàğàâè;Maravi;z
MLW_ADJ;Maravi;Maravite;Maravisch;Marawi;Maravi;Maraviana;Maravi;Maravi;Maravi;Maravi;Maravi;Ìàğàâèéñê.;Maravi;y
MLY;Malaya;Malaisie;Malaiien;Malaya;Malaya;Malaya;Malájföld;Malajsko;Malájföld;Malaya;Malásia;Ìàëàéÿ;Malaya;x
MLY_ADJ;Malayan;Malais;Malaiisch;malajski;malayo;Malese;Malayan;malajskı;Malayan;Malayan;Malaio;Ìàëàéñê.;malaijilainen;x
MMI;Miami;Miamis;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Miami;Ìàéàìè;Miami;y
MMI_ADJ;Miami;Miami;Miami-;Miami;Miami;di Miami;Miami;Miami;Miami;Miami;Miami;Ìàéàìñê.;Miami;y
MML;Memelland;Memelland;Memelland;Memelland;Memelland;Memel;Memelland;Memelland;Memelland;Memelland;Memelland;Ìıìıëÿíä;Memelland;x
MML_ADJ;Memelländer;Memellandais;Memelländisch;Memelländer;Memelländer;di Memel;Memelländer;Memelländer;Memelländer;Memelländer;Memelländer;Ìıìıëÿíäñê.;Memelländer;x
MNC;Monaco;Monaco;Monako;Monako;Mónaco;Monaco;Monaco;Monako;Monaco;Monaco;Mônaco;Ìîíàêî;Monaco;x
MNC_ADJ;Monégasque;Monégasque;Monegassisch;Monégasque;Monegasco;Monegasca;monacói;Monégasque;monacói;Monégasque;Monégasque;Ìîíàêîíñê.;monacolainen;x
MNG;The Ming Empire;L'Empire Ming;Das Ming-Kaiserreich;Imperium Ming;El Imperio Ming;L'Impero Ming;A Ming birodalom;Ming Ríše;A Ming birodalom;de Ming-Rijk;O Império Ming;Èìïåğèÿ Ìèí;Ming Empire;x
MNG_ADJ;Ming;Ming;Ming-;Ming;Ming;dei Ming;Ming;ming;Ming;Ming;Ming;Ìèíñê.;Ming;y
MNG_democracy;The Republic of China;La République de Chine;Die Republik China;Chiñskiej Republiki Ludowej;La República de China;La Repubblica di Cina;A Kínai Köztársaság;Cínská republika;A Kínai Köztársaság;de Republiek China;A República da China;Êèòàéñêàÿ Ğåñïóáëèêà;Kiinan tasavallan;x
MNG_democracy_ADJ;Chinese;Chinois;Chinesisch;chiñski;chino;Cinese;kínai;cínština;kínai;Chinese;chinês;Êèòàéñê.;Kiinan kieli;x
MNG_fascist_dictatorship;The Nanking Republic;La République de Nankin;Die Nanking-Republik;Republika Nanking;La república de Nanking;La Repubblica di Nanchino;a nankingi Köztársaság;Nanking republika;a nankingi Köztársaság;de Nanking Republiek;A república de Nanking;Ğåñïóáëèêà Íàíêèíã;Nanking tasavalta;x
MNG_fascist_dictatorship_ADJ;Nanking;Nankin;Nanking;Nanking;Nanking;Nanchinese;Nanking;Nanking;Nanking;Nanking;Nanking;Íàíêèí;Nanking;x
MNG_proletarian_dictatorship;The People's Republic of China;La République Populaire de Chine;Die Volksrepublik China;Chiñska Republika Ludowa;La República Popular de China;La Repubblica Popolare Cinese;Népköztársaság Kínai;Cínská lidová republika;Népköztársaság Kínai;de Volksrepubliek China;as pessoasda Republica da China;Êèòàéñêàÿ Íàğîäíàÿ Ğåñïóáëèêà;People Kiina;x
MNG_proletarian_dictatorship_ADJ;Chinese;Chinois;Chinesisch;chiñski;chino;Cinese;kínai;cínština;kínai;Chinese;chinês;Êèòàéñê.;Kiinan kieli;x
MNR;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Ìîíñåğğàò;Montserrat;x
MNR_ADJ;Montserrat;de Montserrat;Montserrat-;Montserrat;Montserrat;di Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Ìîíñåğğàò;Montserrat;x
MNS;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Munster;Ìàíñòåğ;Munster;y
MNS_ADJ;Munster;du Munster;Munster-;Munster;Munsteriana;di Munster;Munster;Munster;Munster;Munster;Munster;Ìàíñòåğñê.;Munster;y
MOE;Morea;Morée;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Morea;Ìîğåÿ;Morea;y
MOE_ADJ;Morean;Moréen;Morea-;Morei;Moreana;Moreana;Morean;Morean;Morean;Morean;Morean;Ìîğåéñê.;Morean;y
MOS;Upper Volta;Haute-Volta;Obervolta;Górna Wolta;Alto Volta;Alto Volta;Felsõ Volta;Horní Volta;Felsõ Volta;Upper Volta;Volta superior;Âåğõíÿÿ Âîëüòà;Upper Volta;x
MOS_absolute_monarchy;Mossi Kingdom;Royaume Mossi;Mossi-Königreich;Królestwo Mossi;Reino de Mossi;Regno Mossi;Mossi Királyság;Mossi království;Mossi Királyság;Mossi Kingdom;Mossi Kingdom;Ìîññè Êîğîëåâñòâî;Mossi Kingdom;x
MOS_absolute_monarchy_ADJ;Mossi;Mossi;Mossi-;Mossi;Mossi;dei Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Ìîñèéñê.;Mossi;y
MOS_ADJ;Burkinabé;Burkinabé;Burkiner;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burquinabé;Áóğêèíàáå;Burkinabé;x
MOZ;Mozambique;Mozambique;Mosambik;Mozambik;Mozambique;Mozambico;Mozambik;Mozambik;Mozambik;Mozambique;Moçambique;Ìîçàìáèê;Mosambik;x
MOZ_ADJ;Mozambican;Mozambicain;Mosambik;Mozambik;mozambiqueño;Mozambichese;mozambiki;Mozambik;mozambiki;Mozambikaanse;Moçambicano;Ìîçàìáèêñê.;Mosambikin;x
MRI;Madurai;Maduraï;Madurai;Madura;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Ìàäóğàé;Madurai;z
MRI_ADJ;Madurai;Madurais;Madurai-;Maduraju;Madurai;di Madurai;Madurai;Madurai;Madurai;Madurai;Madurai;Ìàäóğàéñê.;Madurai;y
MRU;the Maritime Union;L'Union Maritime;Die Maritime Union;Unia Morska;La Unión Marítima;L'Unione Marittima;A Tengerészeti Unió;Námoøní unie;A Tengerészeti Unió;De maritieme unie;A união marítima;Ìîğñêîé Ñîşç;Meriliitto;x
MRU_ADJ;Maritime;Maritime;Maritim;Morski;Marítimo;Marittima;Tengeri;Námoøní;Tengeri;maritiem;Marítimo;ìîğñêîé;meri-;x
MSK;Mosquito Coast;Côte des Mosquitos;Miskito-Küste;Wybrze¿e Miskito;Costa de miskitos;Costa di Miskito;Miskito-part;Pobøeí Miskito;Miskito-part;Miskito Coast;Costa do Miskito;Ìèñêèòî Ïîáåğåæüå;Miskito Coast;x
MSK_ADJ;Miskito;Mosquito;Miskito-;Miskito;Miskito;di Miskito;Miskito;Miskito;Miskito;Miskito;Miskito;ìèñêèòî;Miskito;x
MTA;Mantua;Mantoue;Mantua;Mantua;Mantua;Mantova;Mantova;Mantova;Mantova;Mantua;Mântua;Ìàíòóÿ;Mantovan;z
MTA_ADJ;Mantuan;Mantouan;Mantuanisch;Mantui;Mantuana;Mantovana;mantovai;Mantuan;mantovai;Mantuan;Mantuan;Ìàíòóàíñê.;Mantuan;y
MTQ;Martinique;La Martinique;Martinique;Martynika;Martinica;Martinica;Martinique;Martinik;Martinique;Martinique;Martinica;Ìàğòèíèêà;Martinique;x
MTQ_ADJ;Martinique;Martiniquais;Martinique-;Martynika;Martinica;Martinica;Martinique;Martinik;Martinique;Martinique;Martinica;Ìàğòèíèêà;Martinique;x
MTR;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Ìàòàğàì;Mataram;z
MTR_ADJ;Mataram;du Mataram;Mataram-;Mataramu;Matarama;di Mataram;Mataram;Mataram;Mataram;Mataram;Mataram;Ìàòàğàìñê.;Mataram;y
MUL;Multan;Moultan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Ìóëòàí;Multan;z
MUL_ADJ;Multan;de Moultan;Multan-;Multanu;Multani;di Multan;Multan;Multan;Multan;Multan;Multan;Ìóëòàíñê.;Multan;y
MUN;Münster;Münster;Münster;Münster;Münster;Monaco di Vestfalia;Münster;Münster;Münster;Münster;Münster;Ìşíñòåğ;Münster;z
MUN_ADJ;Munster;de Münster;Münsteran;Münster;Münsteresa;di M. di Vestfalia;Munster;Munster;Munster;Munster;Munster;Ìşíñòåğñê.;Munster;y
MUR;Murom;Mourom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Murom;Ìóğîì;Murom;x
MUR_ADJ;Muromian;de Mourom;Murom-;Muromian;Muromian;di Murom;Muromian;Muromian;Muromian;Muromian;Muromian;Ìóğîìèàí;Muromian;x
MUS;Muscowy;Moscou;Moskau;Moskwa;Moscovia;Moscovia;Muscowy;Muscowy;Muscowy;Muscowy;Moscóvia;Ìîñêâà;Muscowy;z
MUS_ADJ;Moscovian;Moscovite;Moskau-;Moskwy;Moscovita;Moscovita;Moscovian;Moscovian;Moscovian;Moskouse;Moscoviano;Ìîñêîâñê.;Moscovian;y
MWT;Mewat;Meouat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Ìåâàò;Mewat;y
MWT_ADJ;Mewat;de Meouat;Mewat-;Mewatu;Mewati;del Mewat;Mewat;Mewat;Mewat;Mewat;Mewat;Ìåâàòñê.;Mewat;y
NAH;Navajo;Navajos;Navajo;Nawaho;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Íàâàõî;Navajo;z
NAH_ADJ;Navajo;Navajo;Navajo-;Nawahów;Navajo;dei Navajo;Navajo;Navajo;Navajo;Navajo;Navajo;Íàâàõñê.;Navajo;y
NAP;Naples;Naples;Neapel;Neapol;Nápoles;Napoli;Nápoly;Neapol;Nápoly;Napels;Nápoles;Íåàïîëü;Napoli;x
NAP_ADJ;Neapolitan;Napolitain;Neapolitanisch;neapolitañski;napolitano;Napoletana;nápolyi;neapolská;nápolyi;Napolitaans;napolitano;Íåàïîëèòàíñê.;napolilainen;x
NAV;Navarra;Navarre;Navarra;Nawarra;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Navarra;Íàâàğğà;Navarra;y
NAV_ADJ;Navarrese;Navarrais;Navarra-;Nawarrsk.;Navarra;Navarrese;navarraiak;Navarrese;navarraiak;Navarrese;Navarro;Íàâàğğñê.;Navarrese;y
NAX;Naxos;Naxos;Naxos;Naksos;Naxos;Nasso;Naxos;Naxos;Naxos;Naxos;Naxos;Íàêñîñ;Naxos;y
NAX_ADJ;Naxosian;de Naxos;Naxos-;Naksos;de Naxos;di Nasso;Naxosian;Naxosian;Naxosian;Naxosian;Naxosiano;Íàêñîññê.;Naxosian;y
NCT;Neuchâtel;Neuchâtel;Neuenburg;Neuchâtel;Neuchâtel;Neocastello;Neuchatel;Neuchâtel;Neuchatel;Neuchâtel;Neuchâtel;Íåâøàòåëü;Neuchâtel;x
NCT_ADJ;Neuchâtelois;Neuchâtelois;Neuenbürger;Neuchâteleur;Neuchâteleur;di Neocastello;Neuchâteleur;Neuchâteleur;Neuchâteleur;Neuchâteleur;Neuchâteleur;Íåâøàòåëüñê.;Neuchâteleur;x
NEV;Nevers;Nevers;Nevers;Nevers;Nevers;Niverno;Nevers;Nevers;Nevers;Nevers;Nevers;Íåâåğ;Nevers;z
NEV_ADJ;Nivernais;Nivernais;Nevers-;Neversu;Neversa;Nivernese;Nivernais;Nivernais;Nivernais;Nivernais;Nivernais;Íåâåğíèéñê.;Nivernais;y
NGR;Nigeria;Nigéria;Nigeria;Nigeria;Nigeria;Nigeria;Nigéria;Nigérie;Nigéria;Nigeria;Nigéria;Íèãåğèÿ;Nigeria;x
NGR_ADJ;Nigerian;Nigérian;Nigerianisch;Nigeryjczyk;nigeriano;Nigeriana;nigériai;Nigerijskı;nigériai;Nigeriaanse;nigeriano;Íèãåğèéñê.;Nigerian;x
NIG;Niger;Niger;Niger;der Niger;Níger;Niger;Niger;Niger;Niger;Niger;Níger;Íèãåğ;Niger;x
NIG_ADJ;Nigerien;Nigérien;Nigerisch;Nigerien;Nigerien;Nigerina;Nigerien;Nigerien;Nigerien;Nigerese;Nigeriano;Íèãåğà;Nigerien;x
NIZ;Deva Bengal;Déva-Bengal;Deva Bengal;Deva Bengal;Deva Bengala;Deva Bengala;Deva bengáli;Deva Bengal;Deva bengáli;Deva Bengal;Bengala Deva;Äåâà-Áåíãàë;Deva Bengal;z
NIZ_ADJ;Deva Bengali;Déva-Bengalais;Deva Bengalisch;Deva Bengalu;Bengala;Deva Bengalese;Deva bengáli;Deva bengálská;Deva bengáli;Deva Bengali;Deva Bengali;Äåâàáåíãàëüñê.;Deva Bengali;y
NKO;Nkore;Nkoré;Nkore;Ankole;Nkore;Nkore;Nkore;Nkore;Nkore;Nkore;Nkore;Íüÿíêîëå;Nkore;z
NKO_ADJ;Nkore;du Nkoré;Nkore-;Ankole;de Nkore;di Nkore;Nkore;Nkore;Nkore;Nkore;Nkore;Íüÿíêîëüñê.;Nkore;y
NMB;Namibia;Namibie;Namibia;Namibia;Namibia;Namibia;Namíbia;Namibie;Namíbia;Namibië;Namíbia;Íàìèáèÿ;namibia;x
NMB_ADJ;Namibian;Namibien;Namibisch;Namibijski;namibio;Namibiana;Namíbiai;Namibie;Namíbiai;Namibisch;Namíbia;Íàìèáèåö;Namibian;x
NOG;Nogai;Nogaïs;Nogaier;Nogajowie;Nogai;Nogai;nogaj;Nogai;nogaj;Nogai;Nogai;Íîãàéöû;Nogai;z
NOG_ADJ;Nogai;Nogaï;Nogaier-;Nogajów;Nogaiana;di Nogai;nogaj;Nogai;nogaj;Nogai;Nogai;Íîãàéñê.;Nogai;y
NOL;Northumberland;Northumbrie;Northumberland;Nortumbria;Northumberland;Nortumbria;Northumberland;Northumberland;Northumberland;Northumberland;Nortúmbria;Íîğòóìáğèÿ;Northumberland;z
NOL_ADJ;Northumbrian;Northumbrien;Northumberländisch;Nortumbrii;Northumberliana;Nortumbra;northumberlandi;Northumbrian;northumberlandi;Northumbrian;Northumbrian;Íîğòóìáğèéñê.;Northumbrian;y
NOV;Novgorod;Novgorod;Nowgorod;Nowogród;Nóvgorod;Novgorod;Novgorod;Novgorod;Novgorod;Novgorod;Novgorod;Íîâãîğîä;Novgorod;z
NOV_ADJ;Novgorodian;Novgorodien;Nowgorod-;Nowogrodu;Nóvgorodiense;di Novgorod;novgorodi;Novgorodskımi;novgorodi;Novgorodian;Novgorodian;Íîâãîğîäñê.;Novgorodin;z
NRM;Normandy;Normandie;Normandie;Normandia;Normandía;Normandia;Normandia;Normandy;Normandia;Normandië;Normandia;Íîğìàíäèÿ;Normandia;y
NRM_ADJ;Norman;Normand;Normannisch;Normandii;Normanda;Normanna;normann;Norman;normann;Normandisch;normando;Íîğìàííñê.;Norman;y
NUB;Funj;Les Founji;Fung;Sennar;Funj;Fung;Funj;Funj;Funj;Funj;Senar;Ñåííàğ;Funj;z
NUB_ADJ;Funj;Founji;Fung-;Sennaru;Funjesa;dei Fung;Funj;Funj;Funj;Funj;Funj;Ñåííàğñê.;Funj;y
NUM;Nuremberg;Nuremberg;Nürnberg;Norymberga;Nuremburg;Norimberga;Nürnberg;Norimberk;Nürnberg;Neurenberg;Nurembergue;Íşğíáåğã;Nürnberg;z
NUM_ADJ;Nuremberger;Nurembergeois;Nürnbergisch;Norymbergi;Nuremburguesa;Norimberghese;Nuremberger;Nuremberger;Nuremberger;Nuremberger;Nürnberger;Íşğíáåğãñê.;Nürnbergille;y
NYE;North Yemen;Yémen du Nord;Nordjemen;Pó³nocny Jemen;Yemen del Norte;Yemen del Nord;Észak-Jemen;Severní Jemen;Észak-Jemen;Noord-Jemen;Iêmen do Norte;Ñåâåğíûé Éåìåí;Pohjois-Jemen;x
NYE_ADJ;North Yemeni;Yéménite du Nord;Nordjemenitisch;Pó³nocny Jemeñ;Yemen del norte;Yemenita Settentrionale;Észak-Jemeni;Severní Jemenu;Észak-Jemeni;Noord-Jemeni;Iemenita do norte;Ñåâåğíûé Éåìåíñê.;Pohjois-Jemeni;x
